"position","chr","Effects","mean_p","max_p","number","adjustP","logAdjustP"
554537,"X","TreatmentSel:Generation",2.21912659964114e-09,6.24421822764552e-09,3751,0.0199127619742157,1.70086849753317
554772,"X","TreatmentSel:Generation",1.6697811158611e-10,4.99496479479095e-10,3767,0.001592890277087,2.79781413863504
554900,"X","TreatmentSel:Generation",2.66710708878735e-10,6.00379399755134e-10,3770,0.00191460510278392,2.71792078794455
555935,"X","TreatmentSel:Generation",3.50593252839385e-10,1.04506974438089e-09,3785,0.0033327190542727,2.47720129549691
557374,"X","TreatmentSel:Generation",7.89504580089746e-12,1.95225956432929e-11,3829,6.22574013256959e-05,4.20580901107824
557513,"X","TreatmentSel:Generation",2.22259103048233e-15,6.66766664714339e-15,3831,2.12631355964071e-08,7.67237269128006
557516,"X","TreatmentSel:Generation",2.15482444771905e-10,5.89404383190876e-10,3832,0.00187960586276064,2.72593320902011
559524,"X","TreatmentSel:Generation",4.49160973866337e-10,1.34743732184874e-09,3869,0.00429696683987706,2.36683799779713
559663,"X","TreatmentSel:Generation",4.76124328063423e-09,1.40610085299232e-08,3878,0.0448404437138568,1.3483300985408
560352,"X","TreatmentSel:Generation",4.33226088024354e-11,1.02015857074529e-10,3886,0.000325327752083816,3.48767888764721
560903,"X","TreatmentSel:Generation",8.51546224776515e-10,1.76777243625042e-09,3888,0.0056374121570231,2.2489202123011
563131,"X","TreatmentSel:Generation",3.15273716323555e-11,7.61205659070684e-11,3939,0.000242747875713114,3.61484456191474
563634,"X","TreatmentSel:Generation",4.49861589630901e-11,1.29988208750809e-10,3953,0.00041453135780066,3.3824426110614
563840,"X","TreatmentSel:Generation",2.88618293412542e-15,7.61981472500106e-15,3965,2.42995281995106e-08,7.61440215859668
564079,"X","TreatmentSel:Generation",4.94302506269752e-12,8.02191259895279e-12,3967,2.55818151027597e-05,4.59206864433171
564793,"X","TreatmentSel:Generation",4.97236897304346e-09,1.15780870895423e-08,4004,0.0369224271038537,1.43270975826463
566183,"X","TreatmentSel:Generation",1.66330053371799e-10,4.9389745785618e-10,4024,0.0015750350419237,2.80270977943324
566536,"X","TreatmentSel:Generation",1.00318938950931e-09,2.79965632238114e-09,4050,0.00892808161482288,2.04924184834543
566537,"X","TreatmentSel:Generation",2.64818751850995e-09,7.76574951083326e-09,4051,0.0247649130640512,1.60616319224721
566584,"X","TreatmentSel:Generation",1.42701401896525e-11,4.11012161442647e-11,4052,0.000131071449474331,3.88249189783007
567514,"X","TreatmentSel:Generation",1.04747676737252e-12,3.14175302934618e-12,4063,1.00190252765607e-05,4.99917452773046
567566,"X","TreatmentSel:Generation",1.33661092585004e-12,4.00977012780758e-12,4064,1.27871248594174e-05,4.89322709414976
568279,"X","TreatmentSel:Generation",1.43081521827483e-13,4.03459247922565e-13,4069,1.28662831395108e-06,5.89054689560827
568575,"X","TreatmentSel:Generation",1.13274839898147e-11,3.39823368988201e-11,4078,0.000108369400511642,3.96509332909793
568992,"X","TreatmentSel:Generation",1.10674495988193e-16,3.32019741736226e-16,4083,1.05880830023889e-09,8.9751826628242
569303,"X","TreatmentSel:Generation",3.92868215674209e-09,1.17859823688228e-08,4091,0.037585403486317,1.42498078316059
569471,"X","TreatmentSel:Generation",5.14574324613548e-10,1.54372296111071e-09,4098,0.00492292017319837,2.30777720640082
569478,"X","TreatmentSel:Generation",4.59174682996998e-10,1.37752401957873e-09,4099,0.00439291307824441,2.35724738995396
569529,"X","TreatmentSel:Generation",8.27260621788e-12,2.46268769961755e-11,4100,7.85349137257877e-05,4.10493722901865
569657,"X","TreatmentSel:Generation",1.35776084538115e-09,4.0690245249236e-09,4102,0.0129760866577852,1.88685626278826
570408,"X","TreatmentSel:Generation",2.90125185047925e-11,8.7019012204059e-11,4126,0.000277502933766647,3.55673242114696
570997,"X","TreatmentSel:Generation",4.67632188366072e-09,1.40289647535427e-08,4136,0.0447382563673296,1.34932094614023
571729,"X","TreatmentSel:Generation",1.50695335884722e-09,4.52082402361447e-09,4149,0.0144168716447144,1.84112896810712
572448,"X","TreatmentSel:Generation",3.41606673684431e-13,1.02481699147483e-12,4181,3.2681331872773e-06,5.48570025283701
573149,"X","TreatmentSel:Generation",2.67247784039286e-10,7.95274523978918e-10,4190,0.00253612409477258,2.59582949986112
573581,"X","TreatmentSel:Generation",1.81308208106352e-12,5.43472733917752e-12,4211,1.73313020068184e-05,4.7611688098691
574222,"X","TreatmentSel:Generation",1.59936735504164e-09,4.79791779017187e-09,4219,0.0153005214495158,1.81529376795441
574223,"X","TreatmentSel:Generation",1.3574640813586e-09,4.07109627226447e-09,4220,0.0129826934434812,1.88663519765179
574433,"X","TreatmentSel:Generation",1.43782589590092e-11,4.3131098369372e-11,4224,0.00013754472765114,3.86155605228194
574462,"X","TreatmentSel:Generation",1.36355270659156e-09,4.08388359339132e-09,4225,0.0130234721082562,1.8852732157348
574464,"X","TreatmentSel:Generation",1.22136929685828e-09,3.63776279257601e-09,4226,0.0116007964434226,1.93551219360844
574530,"X","TreatmentSel:Generation",1.87954664876044e-09,5.61852087412317e-09,4227,0.0179174181194118,1.74672457153089
574768,"X","TreatmentSel:Generation",4.81235896205566e-11,1.30770858539759e-10,4233,0.000417027221716423,3.37983559525317
574831,"X","TreatmentSel:Generation",7.88948420120009e-12,2.30260107023066e-11,4234,7.34297639215701e-05,4.13412786805698
575949,"X","TreatmentSel:Generation",3.49361879875884e-11,1.04802859873535e-10,4263,0.000334215481713824,3.47597343634821
575950,"X","TreatmentSel:Generation",2.15829316458647e-11,6.47473806768389e-11,4264,0.000206478878999394,3.68512436629884
576436,"X","TreatmentSel:Generation",6.19139865946494e-11,1.85723796862977e-10,4277,0.000592271702405659,3.22747901661223
576557,"X","TreatmentSel:Generation",1.35460312305856e-09,4.06326708228087e-09,4281,0.012957726219257,1.88747120039949
576670,"X","TreatmentSel:Generation",5.7650118005446e-14,1.72943896008877e-13,4284,5.51516700821141e-07,6.25844133188264
576874,"X","TreatmentSel:Generation",7.05377640103309e-10,2.11593773196855e-09,4287,0.00674770849974585,2.17084368715083
577571,"X","TreatmentSel:Generation",1.82072443616089e-10,4.79708646569943e-10,4299,0.00152978703624238,2.81536902370674
577833,"X","TreatmentSel:Generation",5.38127111230108e-11,1.37652756140036e-10,4301,0.000438973538108526,3.35756165880076
577889,"X","TreatmentSel:Generation",4.8273458278574e-16,1.2743297351244e-15,4302,4.06382733067383e-09,8.39106475321642
578192,"X","TreatmentSel:Generation",2.42439031708942e-13,7.27315805651656e-13,4306,2.31940428569669e-06,5.63462354470222
578193,"X","TreatmentSel:Generation",4.56468328099948e-13,1.36939993534079e-12,4307,4.3670054386023e-06,5.35981626721457
578351,"X","TreatmentSel:Generation",2.04593850464304e-11,4.78358362613286e-11,4312,0.000152548099150687,3.81659319958179
578361,"X","TreatmentSel:Generation",2.19247517830973e-13,5.86024455546432e-13,4313,1.86882730054193e-06,5.72843083018193
578446,"X","TreatmentSel:Generation",1.57590065644506e-15,4.69893079123863e-15,4316,1.49848527018137e-08,7.82434752172761
580312,"X","TreatmentSel:Generation",3.99326863186743e-12,1.19791515345823e-11,4349,3.82014184105707e-05,4.41792051152683
580680,"X","TreatmentSel:Generation",1.15065857862437e-13,3.45196249364086e-13,4353,1.10082807765208e-06,5.95828050187941
583702,"X","TreatmentSel:Generation",7.18454374643749e-12,2.15512746628066e-11,4395,6.87268424894929e-05,4.16287360838091
583773,"X","TreatmentSel:Generation",3.92533982551691e-14,7.61156145695346e-14,4396,2.42732085937329e-07,6.61487281194786
585205,"X","TreatmentSel:Generation",5.58957194386004e-16,1.65513882049951e-15,4418,5.27822445746237e-09,8.27751214527084
585242,"X","TreatmentSel:Generation",7.90962023401208e-15,2.37286298357364e-14,4419,7.56704107171247e-08,7.12107390880108
585668,"X","TreatmentSel:Generation",3.26787290594855e-11,9.80350040306562e-11,4421,0.00031263284357373,3.50496539921008
585694,"X","TreatmentSel:Generation",1.71399883277183e-10,5.03776810646489e-10,4423,0.00160654021893717,2.79410839762952
586212,"X","TreatmentSel:Generation",8.25898325955946e-12,2.46723201360753e-11,4429,7.8679831535383e-05,4.10413657863745
586214,"X","TreatmentSel:Generation",1.05946946137253e-11,3.17648201460977e-11,4430,0.000101297757327344,3.9944001695572
587152,"X","TreatmentSel:Generation",2.02852584633604e-15,6.04748302956623e-15,4435,1.92853750014225e-08,7.71477191192031
587222,"X","TreatmentSel:Generation",1.41630690916793e-16,4.2489196480872e-16,4436,1.35497707663929e-09,8.86806805207613
587503,"X","TreatmentSel:Generation",4.75963969194391e-16,1.42769926561808e-15,4437,4.55292153646193e-09,8.34170983411422
587615,"X","TreatmentSel:Generation",1.32457957474219e-15,3.97367732859838e-15,4438,1.26720252114816e-08,7.89715397170814
588050,"X","TreatmentSel:Generation",2.4385963542568e-10,7.3155793578654e-10,4441,0.00233293240475979,2.63209784443176
588454,"X","TreatmentSel:Generation",1.09119211679135e-09,3.27353076044928e-09,4466,0.0104392634068267,1.98133014401923
588457,"X","TreatmentSel:Generation",3.62439623204082e-09,1.08517810913963e-08,4467,0.0346062430862141,1.46084554590923
588458,"X","TreatmentSel:Generation",1.84997921617894e-09,5.53565456155777e-09,4468,0.0176531581115712,1.75317758898791
588459,"X","TreatmentSel:Generation",7.28821165461655e-10,2.17397376419175e-09,4469,0.00693278494221738,2.15909227158212
588505,"X","TreatmentSel:Generation",4.74663943409796e-09,1.42399125654898e-08,4471,0.0454109672520464,1.34283924754293
588768,"X","TreatmentSel:Generation",1.38194038349687e-11,3.92506869350502e-11,4475,0.00012517012663038,3.90249930840707
588953,"X","TreatmentSel:Generation",5.19638339292374e-12,1.55368347370216e-11,4477,4.9546841681684e-05,4.30498402400278
589647,"X","TreatmentSel:Generation",5.62481670160804e-14,1.68503143396102e-13,4505,5.37355176265022e-07,6.26973856327064
589655,"X","TreatmentSel:Generation",2.6271887159326e-14,7.86931401891561e-14,4506,2.50951794518097e-07,6.60040969439706
590024,"X","TreatmentSel:Generation",2.18832803886197e-10,6.56425879948503e-10,4511,0.00209333687974874,2.67916087522419
590254,"X","TreatmentSel:Generation",3.17065007891366e-16,9.51176375120567e-16,4512,3.03329385084849e-09,8.51808551530084
590255,"X","TreatmentSel:Generation",6.59576728632271e-15,1.97825072143275e-14,4513,6.30862572464327e-08,7.20006523746068
590256,"X","TreatmentSel:Generation",4.20052556088767e-15,1.25821166076393e-14,4514,4.01242692048289e-08,7.39659286444877
590257,"X","TreatmentSel:Generation",9.76825985590489e-15,2.92580809963604e-14,4515,9.33037862327453e-08,7.03010073238828
590279,"X","TreatmentSel:Generation",3.52274029042469e-16,1.0568201247322e-15,4516,3.37019092320999e-09,8.47234549540526
590309,"X","TreatmentSel:Generation",5.32814720949868e-16,1.59844010168484e-15,4517,5.09741269675214e-09,8.29265020363584
590589,"X","TreatmentSel:Generation",7.37669704254879e-11,2.21300810304504e-10,4518,0.000705726513654581,3.15136356611755
590706,"X","TreatmentSel:Generation",2.73167599846564e-10,8.1949848081486e-10,4519,0.00261337409933074,2.58279841742694
590767,"X","TreatmentSel:Generation",3.5507284290912e-11,1.06508279597782e-10,4520,0.00033965405157109,3.46896320055074
591246,"X","TreatmentSel:Generation",2.18175116009103e-09,6.54328179862475e-09,4522,0.0208664733095599,1.68055094583736
591275,"X","TreatmentSel:Generation",5.10829028273294e-15,1.47431350518475e-14,4523,4.70157397352613e-08,7.32775672640827
592162,"X","TreatmentSel:Generation",2.8358272166056e-12,8.49976083696582e-12,4528,2.71056693109973e-05,4.56693986436627
593625,"X","TreatmentSel:Generation",2.41473080446002e-13,7.24417107885655e-13,4551,2.31016036171049e-06,5.63635787214737
593711,"X","TreatmentSel:Generation",3.69066903466329e-11,1.107121547954e-10,4552,0.000353060175945292,3.45215126669802
593839,"X","TreatmentSel:Generation",5.27928594249073e-16,1.58359513852772e-15,4553,5.05007222800379e-09,8.29670241039635
593901,"X","TreatmentSel:Generation",1.59256622991652e-09,4.77769646655634e-09,4554,0.0152360358102764,1.81712801525845
593968,"X","TreatmentSel:Generation",8.30642586184014e-11,2.4919277574071e-10,4555,0.000794673768294918,3.09981112254721
595234,"X","TreatmentSel:Generation",4.07903049194281e-11,1.22370914602853e-10,4565,0.000390239867701181,3.4086683642645
596121,"X","TreatmentSel:Generation",2.49112173835211e-09,7.47327574240576e-09,4575,0.023832216556326,1.62283556346916
596427,"X","TreatmentSel:Generation",6.4391265558604e-12,1.6806071054196e-11,4580,5.35944261432626e-05,4.27088037487993
596849,"X","TreatmentSel:Generation",1.73333457077542e-15,5.19972035270595e-15,4583,1.65818666070165e-08,7.78036658286307
597039,"X","TreatmentSel:Generation",6.8457605526295e-10,2.05110624581574e-09,4585,0.00654096140905643,2.18435841314953
597523,"X","TreatmentSel:Generation",3.66483258508866e-11,1.09809600841889e-10,4589,0.000350181938607977,3.45570625735358
597562,"X","TreatmentSel:Generation",2.54108167234724e-14,7.62322091062956e-14,4590,2.43103904982304e-07,6.61420806502073
597759,"X","TreatmentSel:Generation",9.39488945172534e-16,2.81817484966431e-15,4595,8.98713705018069e-09,8.04637863544485
598211,"X","TreatmentSel:Generation",1.39721948296836e-16,3.69941592063543e-16,4597,1.1797407775579e-09,8.92821340900207
598968,"X","TreatmentSel:Generation",3.82727126449306e-17,1.09265903467585e-16,4602,3.48448092030901e-10,9.45786190916882
598972,"X","TreatmentSel:Generation",4.59031174889906e-16,1.36214820259333e-15,4603,4.34387972088451e-09,8.3621222085756
599038,"X","TreatmentSel:Generation",1.45830598844574e-12,4.3749167568148e-12,4604,1.39515745381483e-05,4.85537677628707
599039,"X","TreatmentSel:Generation",1.39600573716662e-12,4.18801505850464e-12,4605,1.33555465174508e-05,4.8743383356728
599040,"X","TreatmentSel:Generation",3.05613340095432e-14,9.16839669697455e-14,4606,2.92379437194783e-07,6.5340531742137
599041,"X","TreatmentSel:Generation",6.48251374355346e-13,1.94475406366149e-12,4607,6.20180515098398e-06,5.20748188259753
599042,"X","TreatmentSel:Generation",6.84340406263874e-13,2.05302108835414e-12,4608,6.54706782659264e-06,5.18395315983219
599091,"X","TreatmentSel:Generation",4.37489791665542e-14,1.31246928944295e-13,4609,4.18545406427925e-07,6.37825742012857
599103,"X","TreatmentSel:Generation",6.6593742264957e-17,1.99780843930839e-16,4610,6.37099513048694e-10,9.19579272686011
599203,"X","TreatmentSel:Generation",5.20803561300134e-15,1.52640740497228e-14,4611,4.86770100319736e-08,7.31267610600678
599281,"X","TreatmentSel:Generation",2.30588211092086e-13,6.32080423164906e-13,4612,2.0156994128295e-06,5.69557423069998
599696,"X","TreatmentSel:Generation",4.70942403463717e-10,1.30196457231032e-09,4613,0.00415195460538103,2.38174740341112
599787,"X","TreatmentSel:Generation",1.23054572262417e-10,3.69063829151529e-10,4614,0.00117694159865359,2.92924508686918
600517,"X","TreatmentSel:Generation",6.23101903651821e-14,1.8676653324584e-13,4617,5.95596980388718e-07,6.22504751273961
600572,"X","TreatmentSel:Generation",1.18272416881943e-12,3.54813603349239e-12,4619,1.1314977425719e-05,4.94634630816047
600578,"X","TreatmentSel:Generation",2.46426845994518e-12,7.39267989159278e-12,4620,2.35751970328502e-05,4.62754466890147
600696,"X","TreatmentSel:Generation",4.52313439401956e-10,1.35670131602407e-09,4624,0.00432650964319023,2.36386232396567
600756,"X","TreatmentSel:Generation",3.56619846253924e-12,1.06985721022195e-11,4626,3.41176608454012e-05,4.4670207523216
600788,"X","TreatmentSel:Generation",1.82236681361797e-10,5.4670996551058e-10,4627,0.00174345370633352,2.75858957989157
601572,"X","TreatmentSel:Generation",1.2129410819656e-09,2.19424586549497e-09,4642,0.00699743251109654,2.15506128152914
601573,"X","TreatmentSel:Generation",5.09046142174304e-10,6.96488077624742e-10,4643,0.00222109490764068,2.65343288360191
601944,"X","TreatmentSel:Generation",8.18002636922622e-16,2.45395643900939e-15,4647,7.82564745234943e-09,8.10647972108497
602144,"X","TreatmentSel:Generation",4.44157166274421e-13,1.3324714260231e-12,4648,4.24924071781626e-06,5.37168866560192
602159,"X","TreatmentSel:Generation",2.23594945577777e-13,6.70784815049227e-13,4649,2.13912740891346e-06,5.66976334757425
602160,"X","TreatmentSel:Generation",1.43203457005024e-13,4.2961035152499e-13,4650,1.37002397413038e-06,5.86327183303233
602341,"X","TreatmentSel:Generation",6.09770539437446e-16,1.82628659111041e-15,4652,5.82401332875837e-09,8.23477763977339
602415,"X","TreatmentSel:Generation",2.70576313001022e-13,8.06808601675933e-13,4653,2.57290617627574e-06,5.58957605050503
603332,"X","TreatmentSel:Generation",6.36855199403645e-15,1.90961737614498e-14,4670,6.08975453558733e-08,7.21540021245553
603367,"X","TreatmentSel:Generation",3.6697938941607e-13,1.10013144668422e-12,4671,3.5083103824244e-06,5.45490199130052
603368,"X","TreatmentSel:Generation",8.73825097516222e-13,2.59025165735031e-12,4672,8.26029181327688e-06,5.08300460998503
603369,"X","TreatmentSel:Generation",2.62565457512468e-13,7.86542479444044e-13,4673,2.50827767460722e-06,5.60062438734912
603428,"X","TreatmentSel:Generation",9.59470475393291e-11,2.87840645781053e-10,4674,0.000917921516670612,3.03719444988153
603457,"X","TreatmentSel:Generation",7.82294936961866e-10,2.34688374135995e-09,4675,0.00748419347612695,2.12585499395019
603598,"X","TreatmentSel:Generation",6.36975984262993e-11,1.90670248344354e-10,4676,0.000608045896608158,3.21606363801121
603610,"X","TreatmentSel:Generation",8.44124981088779e-12,2.51032417701115e-11,4677,8.00540371789514e-05,4.09661676142951
603649,"X","TreatmentSel:Generation",1.73070561784552e-12,5.13848905908831e-12,4678,1.63866005015201e-05,4.78551113407823
603808,"X","TreatmentSel:Generation",1.03388923073873e-09,3.09944408445863e-09,4679,0.0098841023897859,2.00506276437389
604041,"X","TreatmentSel:Generation",2.83208098644786e-10,8.48438042219039e-10,4681,0.00270566212913218,2.56772643708612
604235,"X","TreatmentSel:Generation",2.13614893525523e-11,6.40844480395632e-11,4685,0.000204364792122583,3.68959392215735
604371,"X","TreatmentSel:Generation",4.4176406782481e-09,1.32527442151186e-08,4690,0.0422628952800595,1.37404075430022
604720,"X","TreatmentSel:Generation",6.73361533472373e-10,2.01473003380185e-09,4695,0.00642495795995383,2.19212970968068
605960,"X","TreatmentSel:Generation",3.29820831887999e-14,9.08293495290826e-14,4737,2.89654069013448e-07,6.53812036622353
606245,"X","TreatmentSel:Generation",5.68100251873146e-14,1.70344926778793e-13,4740,5.43228608738157e-07,6.26501736632339
606736,"X","TreatmentSel:Generation",1.95550919422446e-11,5.86315197890977e-11,4751,0.000186975447555274,3.72821541855083
607323,"X","TreatmentSel:Generation",2.38752557954762e-11,5.08563051900691e-11,4757,0.000162180350400689,3.7900017655965
608883,"X","TreatmentSel:Generation",4.06017704546432e-20,1.21804267182653e-19,4788,3.88432833611343e-13,12.4106840669887
609517,"X","TreatmentSel:Generation",9.00826503187483e-16,2.70009750017732e-15,4820,8.61058932728547e-09,8.06496712347906
609640,"X","TreatmentSel:Generation",3.90078289854347e-13,1.17023483683882e-12,4821,3.7318695328003e-06,5.42807354771636
609984,"X","TreatmentSel:Generation",2.95577814460512e-11,4.57778893282875e-11,4823,0.000145985322844794,3.83569080536578
610067,"X","TreatmentSel:Generation",2.86539838940498e-12,7.22368224198109e-12,4824,2.30362648802198e-05,4.63758793642115
610448,"X","TreatmentSel:Generation",2.46965801502157e-09,7.40427539611104e-09,4833,0.0236121750039949,1.62686400662196
610542,"X","TreatmentSel:Generation",4.28361235751709e-13,1.28443367643483e-12,4835,4.09604871868126e-06,5.38763488647348
610602,"X","TreatmentSel:Generation",7.80397214053883e-10,2.33823842928848e-09,4836,0.00745662364509353,2.12745777631177
610711,"X","TreatmentSel:Generation",6.40813539648263e-11,1.90245304002732e-10,4837,0.00060669075250228,3.21703262474911
610985,"X","TreatmentSel:Generation",7.6939207381528e-11,2.30817587246775e-10,4858,0.000736075439189268,3.1330776732377
611001,"X","TreatmentSel:Generation",9.64455977147253e-16,2.89283192181498e-15,4859,9.2252178560126e-09,8.03502336906625
611124,"X","TreatmentSel:Generation",2.02365956523783e-11,5.34914911731527e-11,4860,0.000170583937419255,3.76806186542292
611326,"X","TreatmentSel:Generation",3.55931352572555e-17,1.06704196164408e-16,4863,3.40278827934728e-10,9.4681650717598
611729,"X","TreatmentSel:Generation",2.78548429172352e-14,8.32644455900299e-14,4874,2.65529650871041e-07,6.57588697555927
611730,"X","TreatmentSel:Generation",2.34141058813515e-14,7.00949063839531e-14,4875,2.23532095699175e-07,6.65066011018624
611823,"X","TreatmentSel:Generation",2.51842816908219e-14,7.55422660726457e-14,4878,2.40903682167539e-07,6.61815656184133
612328,"X","TreatmentSel:Generation",1.86111982594325e-14,5.57813906476623e-14,4885,1.7788640852427e-07,6.7498572330763
612356,"X","TreatmentSel:Generation",2.31378829809901e-12,6.93088531205997e-12,4887,2.21025378130767e-05,4.65555785776566
612446,"X","TreatmentSel:Generation",3.72131191561533e-10,1.11612380073402e-09,4907,0.00355930987155038,2.44863420091264
612482,"X","TreatmentSel:Generation",6.55053758014031e-13,1.96516111417669e-12,4908,6.26688307182055e-06,5.20294840833766
612757,"X","TreatmentSel:Generation",6.76607191891751e-13,2.02936598255461e-12,4909,6.47163188343879e-06,5.18898619404381
612857,"X","TreatmentSel:Generation",1.56118872010666e-16,4.68126462678136e-16,4910,1.49285154446887e-09,8.82598337822516
612864,"X","TreatmentSel:Generation",1.38511488254372e-14,4.15525276156254e-14,4911,1.32510678146008e-07,6.87774912344014
612941,"X","TreatmentSel:Generation",6.38595104316031e-11,1.91578523375655e-10,4912,0.000610942378416777,3.21399974870296
613573,"X","TreatmentSel:Generation",8.69425427532357e-15,2.60796143671309e-14,4917,8.31676815798655e-08,7.08004540493846
613600,"X","TreatmentSel:Generation",1.22674992280858e-13,3.68024942371136e-13,4923,1.17362859702201e-06,5.93046931687307
613957,"X","TreatmentSel:Generation",6.530746246586e-10,1.23207004589988e-09,4925,0.00392906151981435,2.40571117111013
614031,"X","TreatmentSel:Generation",1.5628784578673e-09,4.68863210970822e-09,4928,0.0149520102888026,1.82530041278167
614049,"X","TreatmentSel:Generation",8.62650159257253e-12,2.5879373972311e-11,4929,8.2529116562708e-05,4.08339280379402
614262,"X","TreatmentSel:Generation",8.14060706340332e-11,2.43474995814345e-10,4931,0.00077643981385198,3.10989220320009
614279,"X","TreatmentSel:Generation",2.34486752226398e-11,6.98864616327559e-11,4932,0.000222867367055166,3.65195351763639
614707,"X","TreatmentSel:Generation",1.59333721918576e-14,4.7788211097383e-14,4936,1.52396222883866e-07,6.81702579678266
614724,"X","TreatmentSel:Generation",8.22223235211131e-15,2.44402456170185e-14,4937,7.79397477507071e-08,7.1082410041201
614783,"X","TreatmentSel:Generation",2.14206432903244e-17,6.42552347676822e-17,4940,2.0490942963226e-10,9.68843805554206
615208,"X","TreatmentSel:Generation",4.81696505938906e-13,1.44508592512639e-12,4956,4.60836745454066e-06,5.33645289913413
615313,"X","TreatmentSel:Generation",3.64408733195634e-09,1.09317893904881e-08,4957,0.0348613889119514,1.45765531416291
615420,"X","TreatmentSel:Generation",5.14441142926603e-13,1.54331102820206e-12,4962,4.92160652244814e-06,5.30789311065768
615543,"X","TreatmentSel:Generation",1.09643497639717e-09,3.28930300149623e-09,4978,0.0104895609573475,1.97924268890764
615569,"X","TreatmentSel:Generation",4.55476225103244e-10,1.23082782279796e-09,4983,0.00392510008028011,2.40614926534949
615579,"X","TreatmentSel:Generation",6.27695504573763e-10,1.88219134650135e-09,4989,0.00600229314646203,2.2216827978512
615641,"X","TreatmentSel:Generation",6.26997079822466e-13,1.88022648797501e-12,4992,5.9960272283404e-06,5.22213640366046
615915,"X","TreatmentSel:Generation",2.60123652392917e-09,7.80367899634332e-09,4998,0.0248858698899069,1.60404717381554
